mrna_id,Pfs1,Pfs10,Pfs11,Pfs12,Pfs13,Pfs14,Pfs15,Pfs16,Pfs2,Pfs3,Pfs4,Pfs5,Pfs6,Pfs7,Pfs8,Pfs9
32b9a4ff-bc02-4812-b21a-4c9655c2e2b1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
32d7db0c-6fb1-436b-9578-dc4085b50b71,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
32d9e535-c55e-4e80-bd95-a674a085d418,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0
33075246-569c-49c6-bc2c-8211d46870b1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1
3336feb3-f380-4ab2-ba25-bea87be46114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34314b21-2ddb-4417-80fa-8287931665b4,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0
35210663-2196-49d8-851a-ef37208950fe,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
353eea5b-5829-4578-b091-27450d1598a5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
35a77147-287b-4363-b0d6-6ded88838d9d,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
35adb63e-e13f-4f5f-8c0f-4c9a9f91be73,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0
35b20c77-b911-437c-9e48-769144dfa005,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1
35c3822c-b809-4ed6-8836-23d96f0062e4,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0
362ba01d-eb2b-4603-bb6e-4769631ecc76,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1
37933d31-8b4f-4d25-aac8-6336a026477d,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1
37a23241-0f1f-4041-9997-5f875e3a8440,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0
37be0d02-9bf2-4518-872a-ce1045cfcc6e,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0
37d5bc27-4020-41ec-9d10-20da31160d56,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
39ada56b-ea1d-4e45-b0c2-8f67ae5b53a9,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0
3a2fa447-b955-464c-ba3d-516e9082085b,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
3aa29107-3746-433f-ae51-ca2f49a39427,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
3aa8ae5d-59ab-4970-8e0d-164e9f5df250,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1
3ae12a58-f3d1-41e3-864f-32dc8fc4931f,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3b140503-45a7-481e-9281-529161de645e,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0
3c0a6c05-7588-436b-b66c-6a640110d01c,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1
3c47bbc8-e78f-4c63-9d2e-41c959ae9bcb,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
3c59f060-0d27-4dcd-99c7-ee5d80cf2a7c,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0
3c702bbb-1d5b-4348-884d-e7a06e758208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
3ce8a56a-c85a-438b-aae1-a8cedec63c2a,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
3d37e8a0-f5cb-4d10-8e72-2204e530e135,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
3e6c589b-5803-44a0-958b-1e2c383bd4cc,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0
3e8b0754-b5ed-4bda-9484-69c85fbd8173,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
4052ffad-130c-4fe7-bc20-5b3f301b030b,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0
41b868b1-0134-4ed7-83df-795841bfdde9,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
41e4dbe5-7197-43b8-9f2d-96c5df458e91,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0
420cba47-ef50-4831-a898-d05cf23fb856,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1
4228d1bc-69e3-4c19-92b0-6d20bc0da345,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
424eeaf6-5b21-40ef-a698-13eb9f6b26c3,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0
429bb096-78ef-4823-bcbb-84f950d1a929,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0
435d0bba-70d3-4778-b241-26e4051c0fff,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
437125cc-d62c-413f-827f-075fc8d61c81,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
43828e3b-f604-4f9b-a93e-ef341ec4efa5,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0
44473463-c0d5-44ab-90ac-0bac6e228ee8,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1
44526348-457c-4e6b-9b5b-a6d69838b5bb,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
456ca491-7f28-429b-be6e-91fa7a0f5577,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1
45863b68-226b-4fd7-a4b4-02470dfd544b,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1
459e95e3-0123-4e09-8f12-780e8043e056,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0
4691c24b-b9be-4fdb-a490-30a57bf5817c,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0
46af4a92-f7a9-4cd8-9e0a-d3aa25c16aa0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0
4770a4bc-534a-47cd-9683-ccddace4f58a,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
47f9aaea-6081-46d7-aad4-97216ad137e4,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1
48477e81-30fd-4ec8-a4e6-a372fe27f8fd,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0
487223e0-8e50-4db5-a929-98644803cad6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
489ee406-a1b3-4aa2-985b-1c46cc532eab,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0
48b210eb-c494-4d5f-9866-42ef31fc826d,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0
48ebf2b8-5414-4752-b53d-8f7a37c2c796,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1
4950e401-a7de-4ad0-84a6-35e88603dce4,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0
4aa56dd7-b490-437d-902b-4f7dfc19ca9e,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1
4b16d6e2-c5b9-4ef4-a3ec-064de1c0cb1d,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1
4b2b05bc-7858-4b02-9419-6c04778a4308,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4b734dfc-a9a5-48aa-8739-93d8f0544d80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4c0014ac-6b35-4f84-b1b7-a336554d2108,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
4c0e2e1e-1d73-400d-afa0-ec4bf2bcf609,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0
4cd24420-e712-4491-923e-2bf39e888987,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0
4ced215b-9859-4369-8edc-d91063c10d62,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0
4d974110-f577-4e6e-81db-578292ebe769,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0
4de69cab-202e-4b44-aff2-fd7a1ddfeaec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4eab4a67-c754-45b5-b57d-7c68e96ce68e,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1
4ec759bf-6e7f-442e-af36-79b0f410f4c7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50659236-a589-49cb-b041-75658cb0a2ff,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1
51439f92-c021-42e6-9f8e-ca4fe0d90c5f,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0
52b4c65d-be0c-4ef0-aa9c-7bc9eb380771,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1
52d183a4-4223-45fd-a29e-9101ff6fdec4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530b8adb-3e26-495b-8629-07cf3b2ec740,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0
5378b085-9160-4567-968d-38188a097660,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
548c9e2c-a35e-491c-be1d-d160e2a0c596,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0
54f0dca2-9411-4924-949a-1d457e7932d0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0
554da183-283f-4252-b11b-e1f35a81d60f,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0
556c0c92-142e-46a3-9d1b-f8d8a43a9b7e,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0
55811a97-504d-46d4-8a99-9b94642ad159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55c95ab5-f7c1-4cfe-a572-22bfaec17aa6,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0
5640b797-db1a-4fa3-917a-82068db22db2,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0
5655ab13-84fe-4fc4-9c48-36b7cfc9ba44,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1
568b12a3-d85d-4f2d-8879-bdd7728f84fd,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0
56db96bf-ce39-46f5-ab99-5583ae7392c5,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0
5707ae78-d96a-48fa-9b33-7f3bd3bfb5d1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1
5728de19-cbdb-497e-9cc9-87596cc98b37,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1
578697f6-fef7-46a3-a0c8-ce46d29bc4fb,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0
57a2b3c9-2033-471a-8e19-fa97dc6c7371,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
5823363e-1e8e-4719-b324-01ac069c7945,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0
58f901be-7695-41d8-8e44-c6a938c352f2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
5ae1930e-d32e-4078-9535-c20582a4366b,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0
5b36ad5e-c81b-4123-9036-647c783b5ab7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5c1eb3e4-b62a-4f23-8e6d-6d7cf9590910,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1
5cf92296-59c3-4f98-aa36-4b663c60f3cb,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0
5f148caf-dd1f-4a66-b59a-84ac5c08d314,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1
5f4e5cad-3736-4a27-924b-5cea063a73ba,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1
5f987f80-ae89-4611-9b4a-30be7787e70a,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
5ff59747-dec1-4bc0-90f0-7e9d33b37f35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6060673c-7e1f-4dc9-9ec2-940036739070,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0
6066aeb5-0e05-4dd7-8cc6-eea486bd5cb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6092b7ff-a8a7-48c1-9cf0-ceec76faffca,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0
60947d55-814c-4372-ba3d-c0fcec131d7b,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1
60c9cd88-5109-41f6-a1d5-52d799fcb928,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1
6115ac69-2522-4dc2-885f-a3333472413f,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1
6158a397-fdd0-4db1-bb74-89c8936bcaea,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
61cd8bc1-9167-461f-badd-9dcdc4de19af,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1
61febbff-7cd6-4224-ae4e-76965649c0e7,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1
620440a3-33ae-4ec5-8dab-088a27249792,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1
6239d741-646a-4e97-a0a6-7b47703c0ab9,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1
6273a5f1-007b-4a08-8df1-afd13e9c2085,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1
6287e8c7-22d3-411d-9895-2008407b2162,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0
62d8920d-20c7-41e7-934f-a6a092ae9951,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0
62f1dc9e-662f-4024-87cd-e05da398592c,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1
6349aefb-a582-48ce-9c17-edb6214708c6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639837c0-c0cb-4108-a9f4-2b74e2f95d63,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
64293800-ca08-4dad-bb14-dbad1db6b054,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
642ffe68-9e5b-4176-b2de-44d1da837346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645fe88d-135e-4563-9a91-d6257aa47c49,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
64ef8907-bfdf-4ecf-9cb4-b4b2c25964f3,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1
652041bb-f585-4987-a05e-fd5be0fa18fb,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
65728a56-1014-427e-8761-ee182b16445e,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0
658882c4-1d0b-4347-a446-8ded1dd5bbdf,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1
66041c96-8557-42c6-9287-7dbbc10877e3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660f6c72-ce63-4070-91d6-e2b09a530208,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
672468fd-6fa7-4814-b744-06243f50585a,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0
